videoid,contentUrl,duration,page_dir,name
1048305202,https://ak.picdn.net/shutterstock/videos/1048305202/preview/stock-footage-happy-asian-immigrant-woman-posing-on-usa-flag-background-pretty-brunette-asian-woman-standing-in.mp4,PT00H00M05S,009901_009950,Happy asian immigrant woman posing on usa flag background. pretty brunette asian woman standing in plaid shirt and smiling with arms crossed.
3965089,https://ak.picdn.net/shutterstock/videos/3965089/preview/stock-footage-the-zitting-cisticola-or-streaked-fantail-warbler-cisticola-juncidis-male-singing-in-japan.mp4,PT00H00M35S,031451_031500,The zitting cisticola or streaked fantail warbler (cisticola juncidis) male singing in japan
21115360,https://ak.picdn.net/shutterstock/videos/21115360/preview/stock-footage-closeup-of-women-taking-turns-squeezing-lime-juice-on-a-taco-slow-motion.mp4,PT00H00M17S,196601_196650,Closeup of women taking turns squeezing lime juice on a taco (slow motion)
14742286,https://ak.picdn.net/shutterstock/videos/14742286/preview/stock-footage-young-woman-listening-to-the-music-during-tram-ride.mp4,PT00H00M24S,029001_029050,"Young woman listening to the music during tram ride
"
1053179585,https://ak.picdn.net/shutterstock/videos/1053179585/preview/stock-footage-cute-little-black-and-tan-dachshund-dozes-on-the-knees-of-its-owner-sometimes-waking-up-opening.mp4,PT00H00M11S,017801_017850,"Cute little black and tan dachshund dozes on the knees of its owner, sometimes waking up, opening the eyes and falling asleep again. dog wrapped in blanket, comfort conditions of domestic pet concept."
1057146350,https://ak.picdn.net/shutterstock/videos/1057146350/preview/stock-footage-different-office-supplies-and-consumables.mp4,PT00H00M15S,066951_067000,Different office supplies and consumables.
1022079673,https://ak.picdn.net/shutterstock/videos/1022079673/preview/stock-footage-happy-young-woman-receiving-and-signing-a-parcel-from-mailman-delivered-in-her-home-shot-with-red.mp4,PT00H00M25S,035601_035650,"Happy young woman receiving and signing a parcel from mailman  delivered in her home. shot with red camera i 8k. concept of courier, delivery, e-commerce, online shopping"
1038069881,https://ak.picdn.net/shutterstock/videos/1038069881/preview/stock-footage-unidentified-surfers-at-steamer-lane-west-side-santa-cruz-california-usa.mp4,PT00H00M12S,066801_066850,"Unidentified surfers at steamer lane west side, santa cruz, california, usa, 2018"
18393283,https://ak.picdn.net/shutterstock/videos/18393283/preview/stock-footage-jul-messina-greece-smart-phone-screen-with-flightradar-on-it-air-traffic-around-london.mp4,PT00H00M39S,096351_096400,"Jul 30, 2016 messina, greece: smart phone screen with flightradar24 on it. air traffic around london"
1010256407,https://ak.picdn.net/shutterstock/videos/1010256407/preview/stock-footage-shot-of-a-large-cargo-ship-floating-in-the-straits-of-singapore.mp4,PT00H00M08S,124901_124950,Shot of a large cargo ship floating in the straits of singapore
1031091179,https://ak.picdn.net/shutterstock/videos/1031091179/preview/stock-footage-campfire-flames-fire-on-the-forest-tree-branches-burning-slow-motion.mp4,PT00H00M16S,109401_109450,Campfire flames. fire on the forest. tree branches burning. slow motion
1009953293,https://ak.picdn.net/shutterstock/videos/1009953293/preview/stock-footage-working-turntable-player-with-black-vinyl-record.mp4,PT00H00M24S,182801_182850,Working turntable player with black vinyl record 2
1063970044,https://ak.picdn.net/shutterstock/videos/1063970044/preview/stock-footage-young-pretty-girl-in-red-winter-jacket-and-white-hat-posing-in-the-red-open-retro-car-with.mp4,PT00H00M17S,048251_048300,Young pretty girl in red winter jacket and white hat posing in the red open retro car with christmas decoration. snowing. slow motion.
1025500673,https://ak.picdn.net/shutterstock/videos/1025500673/preview/stock-footage-closeup-shoot-of-adult-caucasian-blonde-female-using-the-tablet-and-showing-green-screen-gesturing.mp4,PT00H00M13S,010151_010200,Closeup shoot of adult caucasian blonde female using the tablet and showing green screen gesturing thumb up and smiling in front of the camera
1027072073,https://ak.picdn.net/shutterstock/videos/1027072073/preview/stock-footage-green-seedlings-microgreen-petals-and-stems-grow-from-seeds-footage.mp4,PT00H00M35S,103701_103750,Green seedlings (microgreen) petals and stems grow from seeds. footage
6686123,https://ak.picdn.net/shutterstock/videos/6686123/preview/stock-footage-camera-panning-shot-and-tilt-up-in-lush-forest-in-the-pacific-northwest-on-sunny-day.mp4,PT00H00M17S,141001_141050,Camera panning shot and tilt up in lush forest in the pacific northwest on sunny day.
1008254767,https://ak.picdn.net/shutterstock/videos/1008254767/preview/stock-footage-dnipro-ukraine-february-classical-opera-carmen-performed-by-members-of-the-dnipro.mp4,PT00H00M52S,120201_120250,"Dnipro, ukraine - february 23, 2018: classical opera carmen performed by members of the dnipro opera and ballet theatre.
"
27641422,https://ak.picdn.net/shutterstock/videos/27641422/preview/stock-footage-orange-abstract-background-gold-hexagon-loop.mp4,PT00H00M20S,119451_119500,"Orange abstract background, gold hexagon, loop"
27545452,https://ak.picdn.net/shutterstock/videos/27545452/preview/stock-footage-moscow-russia-february-firefighter-truck-with-blinking-lights-and-firefighters-on-duty.mp4,PT00H00M08S,053851_053900,"Moscow, russia - 22 february 2017: firefighter truck with blinking lights and firefighters on duty on the street in south district of moscow, russia."
1052147689,https://ak.picdn.net/shutterstock/videos/1052147689/preview/stock-footage-aerial-view-fly-along-the-incredibly-beautiful-coast-of-the-adriatic-sea-from-a-bird-s-eye-view.mp4,PT00H00M58S,143501_143550,Aerial view: fly along the incredibly beautiful coast of the adriatic sea from a bird's eye view. 4k. slow motion
1045113415,https://ak.picdn.net/shutterstock/videos/1045113415/preview/stock-footage-design-the-background-letter-x-with-the-sunset.mp4,PT00H00M10S,175801_175850,Design the background letter x with the sunset
1027487756,https://ak.picdn.net/shutterstock/videos/1027487756/preview/stock-footage-burns-the-fire-by-blowing-strong-winds.mp4,PT00H00M12S,017901_017950,Burns the fire by blowing strong winds
27283786,https://ak.picdn.net/shutterstock/videos/27283786/preview/stock-footage-flowering-white-branches-on-lilac-bush-swaying-in-wind-panorama.mp4,PT00H00M12S,133801_133850,Flowering white branches on lilac bush swaying in wind. panorama. 
4011409,https://ak.picdn.net/shutterstock/videos/4011409/preview/stock-footage-happy-family-in-nature.mp4,PT00H00M37S,072001_072050,Happy family in nature
1009951148,https://ak.picdn.net/shutterstock/videos/1009951148/preview/stock-footage-abstract-background-with-animation-of-moving-wave-silk-or-energy-backdrop-of-beautiful-soft-air.mp4,PT00H00M20S,046151_046200,Abstract background with animation of moving wave silk or energy. backdrop of beautiful soft air waves in slow motion. animation of seamless loop.
1035048446,https://ak.picdn.net/shutterstock/videos/1035048446/preview/stock-footage-young-woman-with-tattoos-in-a-sexy-black-underwear-standing-in-front-of-the-window-in-hotel-room.mp4,PT00H00M10S,040151_040200,Young woman with tattoos in a sexy black underwear standing in front of the window in hotel room and opening the curtains
1045285513,https://ak.picdn.net/shutterstock/videos/1045285513/preview/stock-footage-cup-of-coffee-with-colored-candies-and-coffee-beans-on-spinning-wooden-table-background-beautiful.mp4,PT00H00M31S,071151_071200,"Cup of coffee with colored candies and coffee beans on spinning wooden table background. beautiful white decoration, services. different colors organic foods & drink. fhd."
1026074375,https://ak.picdn.net/shutterstock/videos/1026074375/preview/stock-footage-peeled-potatoes-falling-into-a-storing-container-in-a-food-facility.mp4,PT00H00M15S,173301_173350,Peeled potatoes falling into a storing container in a food facility.
26722636,https://ak.picdn.net/shutterstock/videos/26722636/preview/stock-footage-rain-water-is-streaming-into-barrel-in-the-garden.mp4,PT00H00M25S,024551_024600,Rain water is streaming into barrel in the garden.
1050074179,https://ak.picdn.net/shutterstock/videos/1050074179/preview/stock-footage-beach-nestled-between-huge-rocks.mp4,PT00H00M08S,112951_113000,Beach nestled between huge rocks
16547974,https://ak.picdn.net/shutterstock/videos/16547974/preview/stock-footage--k-cinemagraph-young-sexy-caucasian-girl-standing-on-a-pier-with-boats-seamless-loop-blackmagic.mp4,PT00H00M11S,036851_036900,4k cinemagraph - young sexy caucasian girl standing on a pier with boats. seamless loop. blackmagic ursa mini
12381407,https://ak.picdn.net/shutterstock/videos/12381407/preview/stock-footage-kayaker-in-lost-eden-canyon-lake-powell-utah.mp4,PT00H00M14S,176701_176750,Kayaker in lost eden canyon lake powell utah
1058789350,https://ak.picdn.net/shutterstock/videos/1058789350/preview/stock-footage-haapsalu-estona-august-the-clock-tower-of-the-haapsalu-castle-in-estonia-as-seen-on-an.mp4,PT00H00M09S,058951_059000,Haapsalu.estona-6.august 2017: the clock tower of the haapsalu castle in estonia as seen on an aerial view .geology shot.4k
1007890156,https://ak.picdn.net/shutterstock/videos/1007890156/preview/stock-footage-close-up-of-hands-of-a-man-playing-a-drum-slow-motion.mp4,PT00H00M19S,110451_110500,Close up of hands of a man playing a drum. slow motion.
1014781454,https://ak.picdn.net/shutterstock/videos/1014781454/preview/stock-footage-yellow-sunflower-helianthus-annuus-plant-shallow-dof-slow-mo-footage.mp4,PT00H00M08S,123351_123400,Yellow sunflower (helianthus annuus) plant shallow dof slow-mo footage
1042124989,https://ak.picdn.net/shutterstock/videos/1042124989/preview/stock-footage-common-crane-resting-in-a-wetland-in-autumn-morning.mp4,PT00H00M46S,037501_037550,Common crane resting in a wetland in autumn morning
1045069708,https://ak.picdn.net/shutterstock/videos/1045069708/preview/stock-footage-young-happy-african-woman-giving-thumbs-up-on-white-background-jean-jacket.mp4,PT00H00M08S,016301_016350,Young happy african woman giving thumbs up on white background jean jacket
17933029,https://ak.picdn.net/shutterstock/videos/17933029/preview/stock-footage-united-states-s-children-look-through-glass-at-model-railway-in-display-case.mp4,PT00H00M15S,181451_181500,United states 1950s: children look through glass at model railway in display case.
20103118,https://ak.picdn.net/shutterstock/videos/20103118/preview/stock-footage-a-sexy-beautiful-gorgeous-young-woman-riding-a-horse-at-a-beach-enjoying-the-beautiful-view.mp4,PT00H00M13S,135651_135700,A sexy beautiful gorgeous young woman riding a horse at a beach enjoying the beautiful view. innocent nature. pure and fresh air
1010839421,https://ak.picdn.net/shutterstock/videos/1010839421/preview/stock-footage-serene-wave-of-the-sea-on-the-sunset-beach-koh-kam-island-thailand-slow-motion.mp4,PT00H00M18S,199451_199500,Serene wave of the sea on the sunset beach. koh kam island thailand. slow motion
1039624265,https://ak.picdn.net/shutterstock/videos/1039624265/preview/stock-footage-motion-of-woman-grinding-cat-s-nail-on-chair-with-k-resolution.mp4,PT00H00M17S,116101_116150,Motion of woman grinding cat's nail on chair with 4k resolution
21499903,https://ak.picdn.net/shutterstock/videos/21499903/preview/stock-footage-young-woman-walking-alone-on-the-beach-female-feet-walking-on-a-golden-sand-on-beach-closeup.mp4,PT00H00M36S,003301_003350,"Young woman walking alone on the beach. female feet walking on a golden sand on beach. closeup. nusa dua. bali, indonesia"
17141074,https://ak.picdn.net/shutterstock/videos/17141074/preview/stock-footage-memphis-tennessee-april-memphis-downtown-and-people-on-the-street-during-the-weekend.mp4,PT00H00M11S,101501_101550,"Memphis, tennessee - april 09, 2016: memphis downtown and people on the street during the weekend show. horse and wagon"
1060088507,https://ak.picdn.net/shutterstock/videos/1060088507/preview/stock-footage-sportive-man-train-legs-on-stationary-bike.mp4,PT00H00M15S,099301_099350,Sportive man train legs on stationary bike .
26547149,https://ak.picdn.net/shutterstock/videos/26547149/preview/stock-footage-businesswoman-cross-one-s-arm-professional-woman-is-smiling-teeth-in-black-suite.mp4,PT00H00M08S,120851_120900,"Businesswoman cross one's arm,professional woman is smiling teeth in black suite."
8440474,https://ak.picdn.net/shutterstock/videos/8440474/preview/stock-footage-the-birds-are-standing-in-hot-water-of-artist-s-palate-in-wai-o-tapu-geothermal-wonderland-rotorua.mp4,PT00H00M29S,021201_021250,"The birds are standing in hot water of artist's palate in wai-o-tapu geothermal wonderland, rotorua, new zealand. 
"
1025706650,https://ak.picdn.net/shutterstock/videos/1025706650/preview/stock-footage-drone-aerial-over-grapevines.mp4,PT00H00M22S,195451_195500,Drone aerial over grapevines
1042982443,https://ak.picdn.net/shutterstock/videos/1042982443/preview/stock-footage-process-drawings-move-on-screen.mp4,PT00H00M12S,176351_176400,Process drawings move on screen
19888507,https://ak.picdn.net/shutterstock/videos/19888507/preview/stock-footage-wild-ducks-swimming-in-the-pond-the-action-in-slow-motion.mp4,PT00H00M21S,199101_199150,Wild ducks swimming in the pond. the action in slow motion.
1028852513,https://ak.picdn.net/shutterstock/videos/1028852513/preview/stock-footage-climbing-harnesses-spread-on-a-green-floor.mp4,PT00H00M19S,046451_046500,Climbing harnesses spread on a green floor.
1010427458,https://ak.picdn.net/shutterstock/videos/1010427458/preview/stock-footage-drops-of-water-flow-into-the-eaves-on-the-house.mp4,PT00H00M05S,078051_078100,Drops of water flow into the eaves on the house.
17133856,https://ak.picdn.net/shutterstock/videos/17133856/preview/stock-footage-wedding-dresses-in-bridal-boutique.mp4,PT00H00M17S,013151_013200,Wedding dresses in bridal boutique
1023394885,https://ak.picdn.net/shutterstock/videos/1023394885/preview/stock-footage-abstract-fractal-forms-morph-and-oscillate-loop.mp4,PT00H00M14S,149651_149700,Abstract fractal forms morph and oscillate (loop)
1022118298,https://ak.picdn.net/shutterstock/videos/1022118298/preview/stock-footage-girl-unleashes-a-bow-on-the-gift.mp4,PT00H00M11S,146051_146100,Girl unleashes a bow on the gift
1053326636,https://ak.picdn.net/shutterstock/videos/1053326636/preview/stock-footage-man-engaged-in-bodybuilding-outdoors-fat-man-using-dumbbell-shakes-arm-muscles.mp4,PT00H00M21S,191551_191600,Man engaged in bodybuilding outdoors. fat man using dumbbell shakes arm muscles.
10233818,https://ak.picdn.net/shutterstock/videos/10233818/preview/stock-footage-an-attractive-young-woman-in-her-s-swims-in-the-clear-blue-ocean-water.mp4,PT00H00M09S,010501_010550,An attractive young woman in her 20's swims in the clear blue ocean water
1007612164,https://ak.picdn.net/shutterstock/videos/1007612164/preview/stock-footage-cup-with-pencils-hd-animation.mp4,PT00H00M05S,125901_125950,Cup with pencils hd animation
21337474,https://ak.picdn.net/shutterstock/videos/21337474/preview/stock-footage-deviled-eggs-garnished-with-green-onions-and-bacon.mp4,PT00H00M09S,117801_117850,Deviled eggs garnished with green onions and bacon.
1011121796,https://ak.picdn.net/shutterstock/videos/1011121796/preview/stock-footage-businessman-opens-two-palms-drawing-business-concept-with-gear-wheel-goal-vision-idea-team.mp4,PT00H00M18S,044451_044500,"Businessman opens two palms, drawing business concept with gear wheel, goal, vision, idea, team work, success. 4k animation."
1028513348,https://ak.picdn.net/shutterstock/videos/1028513348/preview/stock-footage-bracebridge-ontario-canada-april-massive-historical-flooding-in-bracebridge-canada-as-flood.mp4,PT00H00M41S,198201_198250,"Bracebridge, ontario, canada april 2019 massive historical flooding in bracebridge canada as flood waters rise "
1014327509,https://ak.picdn.net/shutterstock/videos/1014327509/preview/stock-footage-child-draws-with-crayons-on-a-piece-of-paper-in-cafe-preschool-education.mp4,PT00H00M10S,110251_110300,Child draws with crayons on a piece of paper in cafe. preschool education
1051157935,https://ak.picdn.net/shutterstock/videos/1051157935/preview/stock-footage-happy-and-carefree-children-play-by-the-sea-with-sand-children-run-to-the-sea-play-brother-and.mp4,PT00H00M06S,027551_027600,"Happy and carefree children play by the sea with sand. children run to the sea play, brother and sister play by the sea. happy childhood"
1041510556,https://ak.picdn.net/shutterstock/videos/1041510556/preview/stock-footage--k-black-friday-text-forming-from-debris.mp4,PT00H00M20S,038301_038350,4k black friday text forming from debris
1056440015,https://ak.picdn.net/shutterstock/videos/1056440015/preview/stock-footage-businesswoman-or-company-employee-makes-last-notes-and-corrections-in-contract-analyzing-document.mp4,PT00H00M24S,046051_046100,"Businesswoman or company employee makes last notes and corrections in contract, analyzing document, thinking over text, typing on laptop prepare report finish fruitful workday standing leaning on desk"
5394386,https://ak.picdn.net/shutterstock/videos/5394386/preview/stock-footage-underwater-bubble-m-lm-loop-seconds.mp4,PT00H01M00S,077001_077050,Underwater bubble m lm07 loop 60 seconds
8280631,https://ak.picdn.net/shutterstock/videos/8280631/preview/stock-footage-vessel-is-sailing-straight-starboard-side.mp4,PT00H00M13S,114001_114050,"Vessel is sailing straight, starboard side"
31864738,https://ak.picdn.net/shutterstock/videos/31864738/preview/stock-footage-the-cliff-coast-off-of-sagres-in-portugal.mp4,PT00H00M23S,013001_013050,The cliff coast off of sagres in portugal
16323628,https://ak.picdn.net/shutterstock/videos/16323628/preview/stock-footage-london-uk-apr-panning-footage-at-afternoon-from-the-famous-tower-bridge-to-the-city-of.mp4,PT00H00M26S,186501_186550,"London, uk - apr 20, 2016: panning footage at afternoon from the famous tower bridge to the city of london, the financial district. view from the south bank in london, uk."
2171195,https://ak.picdn.net/shutterstock/videos/2171195/preview/stock-footage-line-pencils.mp4,PT00H00M05S,050851_050900,Line pencils
21478354,https://ak.picdn.net/shutterstock/videos/21478354/preview/stock-footage-the-composition-mug-with-pink-flowers-and-cakes-abstract-background.mp4,PT00H00M07S,038451_038500,The composition mug with pink flowers and cakes. abstract background.
28120759,https://ak.picdn.net/shutterstock/videos/28120759/preview/stock-footage-farmer-woman-planting-bean-seeds-to-soil-dolly-shot.mp4,PT00H00M15S,011001_011050,Farmer woman planting bean seeds to soil. dolly shot
11882027,https://ak.picdn.net/shutterstock/videos/11882027/preview/stock-footage-indicate-about-percents-growing-d-circle-bar-chart-included-alpha.mp4,PT00H00M06S,171851_171900,"Indicate about 30 percents, growing 3d circle bar chart.(included alpha)"
22221523,https://ak.picdn.net/shutterstock/videos/22221523/preview/stock-footage-venice-italy-october-crowds-of-people-walk-and-shop-in-venice-city-has-a-great.mp4,PT00H00M12S,015801_015850,"Venice, italy - october 1, 2016 : crowds of people walk and shop in venice.city has a great attraction for tourists from all over the world. "
1017699745,https://ak.picdn.net/shutterstock/videos/1017699745/preview/stock-footage-soap-bubbles-of-red-color-fly-black-background.mp4,PT00H00M26S,063601_063650,Soap bubbles of red color fly . black background
1030211717,https://ak.picdn.net/shutterstock/videos/1030211717/preview/stock-footage-pregnant-woman-holding-newborn-clothers-in-hands-on-her-big-naked-pregnant-belly-pregnant-female.mp4,PT00H00M30S,024851_024900,Pregnant woman holding newborn clothers in hands on her big naked pregnant belly.pregnant female holding a cute baby clothes. pregnancy and motherhood concept. medium shot
1039821497,https://ak.picdn.net/shutterstock/videos/1039821497/preview/stock-footage-nha-trang-vietnam-jun-th-street-view-of-nha-trang.mp4,PT00H00M13S,117201_117250,"Nha trang, vietnam. 2019 jun 28th. street view of nha trang."
24745859,https://ak.picdn.net/shutterstock/videos/24745859/preview/stock-footage-suvisaaristo-cinema-k-aerial-flight-over-svin-sund-in-sommar-arna-of-the-finnish.mp4,PT00H00M14S,195001_195050,"Suvisaaristo, cinema 4k aerial flight over svinã¶ sund, in sommarã¶arna of the finnish archipelago, of espoo, on a sunny winter day, in finland."
1055270732,https://ak.picdn.net/shutterstock/videos/1055270732/preview/stock-footage-overhead-view-of-red-tractor-drive-away-from-frame-machine-cleaning-a-sand-beach-near-coastline-on.mp4,PT00H00M28S,054051_054100,"Overhead view of red tractor drive away from frame, machine cleaning a sand beach near coastline on a sunny day. still lock down static video shot"
1054097720,https://ak.picdn.net/shutterstock/videos/1054097720/preview/stock-footage-green-trees-swaying-with-the-wind-and-leaves-swaying.mp4,PT00H00M10S,191951_192000,Green trees swaying with the wind and leaves swaying
17738410,https://ak.picdn.net/shutterstock/videos/17738410/preview/stock-footage-diving-in-indian-ocean-indonesia-underwater-landscape-bali-nusa-penida-on-coral-gardden-reef.mp4,PT00H00M16S,083951_084000,"Diving in indian ocean, indonesia, underwater landscape, bali, nusa penida on coral gardden reef with black and white stripped fish"
1034219132,https://ak.picdn.net/shutterstock/videos/1034219132/preview/stock-footage-man-tired-after-workout-at-home.mp4,PT00H00M08S,113401_113450,Man tired after workout at home.
1014506693,https://ak.picdn.net/shutterstock/videos/1014506693/preview/stock-footage-economic-training-or-seminar-at-congress-or-marketing-convention-brainstorm-for-development-of.mp4,PT00H00M05S,013051_013100,Economic training or seminar at congress or marketing convention. brainstorm for development of team strategy. official partners at trading coaching closeup. row of seats for white collar
1011792236,https://ak.picdn.net/shutterstock/videos/1011792236/preview/stock-footage-healthy-pregnant-woman-doing-yoga-in-nature-outdoors.mp4,PT00H00M18S,089451_089500,Healthy pregnant woman doing yoga in nature outdoors
7819843,https://ak.picdn.net/shutterstock/videos/7819843/preview/stock-footage--k-timelapse-of-a-memorial-autumn-sunset-in-sepia.mp4,PT00H00M10S,088151_088200,4k timelapse of a memorial autumn sunset in sepia. 
1015490257,https://ak.picdn.net/shutterstock/videos/1015490257/preview/stock-footage-blurred-yellow-golden-bokeh-light-defocused-background-and-textured-for-christmas-new-year.mp4,PT00H00M17S,107251_107300,"Blurred yellow golden bokeh light defocused background and textured for christmas , new year holidays party and celebration background 
"
11580614,https://ak.picdn.net/shutterstock/videos/11580614/preview/stock-footage-slowmotion-of-woman-s-hand-touching-golden-grass-with-sun-rays-on-summer-day-x.mp4,PT00H00M31S,069401_069450,Slowmotion of woman's hand touching golden grass with sun rays on summer day.  1920x1080
1032995801,https://ak.picdn.net/shutterstock/videos/1032995801/preview/stock-footage-wroclaw-poland-jun-young-blonde-pretty-woman-entrepreneur-photographer-with-camera-sit.mp4,PT00H00M11S,047201_047250,"Wroclaw, poland - jun 01, 2019: young blonde pretty woman entrepreneur photographer with camera sit on sidewalk surface shooting low angle pictures"
1032353156,https://ak.picdn.net/shutterstock/videos/1032353156/preview/stock-footage-residential-backyard-swimming-pool-and-patio-area.mp4,PT00H00M17S,129451_129500,Residential backyard swimming pool and patio area 
1033688645,https://ak.picdn.net/shutterstock/videos/1033688645/preview/stock-footage-festive-fireworks-in-the-black-night-sky.mp4,PT00H00M14S,001701_001750,Festive fireworks in the black night sky
1013100467,https://ak.picdn.net/shutterstock/videos/1013100467/preview/stock-footage-hamburg-city-hall-hyperlapse.mp4,PT00H00M07S,108751_108800,Hamburg city hall hyperlapse
10986389,https://ak.picdn.net/shutterstock/videos/10986389/preview/stock-footage-closeup-of-a-girl-in-a-boho-fashion-vintage-lace-headband-smiling-quietly-in-a-summer-park-with.mp4,PT00H00M17S,114601_114650,Closeup of a girl in a boho fashion vintage lace headband smiling quietly in a summer park with gentle sun flare
1021321987,https://ak.picdn.net/shutterstock/videos/1021321987/preview/stock-footage-family-technology-and-motherhood-concept-happy-smiling-young-mother-with-little-baby-and-tablet.mp4,PT00H00M22S,058251_058300,"Family, technology and motherhood concept - happy smiling young mother with little baby and tablet pc computer at home"
25612706,https://ak.picdn.net/shutterstock/videos/25612706/preview/stock-footage-dubai-uae-circa-tilt-up-on-a-vintage-black-and-white-photograph-of-pearl-divers-on-a-dhow.mp4,PT00H00M12S,171551_171600,"Dubai, uae - circa 2008: tilt-up on a vintage black and white photograph of pearl divers on a dhow in full sail at heritage house, the home of matar saeed bin mazina a 19th century pearl merchant."
13271885,https://ak.picdn.net/shutterstock/videos/13271885/preview/stock-footage-pretty-young-blond-woman-in-black-lace-lingerie-posing-in-front-a-mirror-at-her-room.mp4,PT00H00M18S,141601_141650,Pretty young blond woman in black lace lingerie posing in front a mirror at her room.
1015669525,https://ak.picdn.net/shutterstock/videos/1015669525/preview/stock-footage-lit-candle-tealights-against-dark-background.mp4,PT00H00M11S,127951_128000,Lit candle tealights against dark background
1014936259,https://ak.picdn.net/shutterstock/videos/1014936259/preview/stock-footage-urban-landscape-smoked-polluted-atmosphere-from-emissions-of-plants-and-factories-view-of-pipes.mp4,PT00H00M09S,174301_174350,"Urban landscape smoked polluted atmosphere from emissions of plants and factories, view of pipes with smoke and residential apartment buildings timelapse."
1039523777,https://ak.picdn.net/shutterstock/videos/1039523777/preview/stock-footage-angler-in-the-boat-loopable-seamless-timelapse-of-the-young-angler-sitting-in-the-boat-with.mp4,PT00H00M12S,052551_052600,Angler in the boat. loopable seamless timelapse of the young angler sitting in the boat with fishing rod moving along the narrow river with reed
27097696,https://ak.picdn.net/shutterstock/videos/27097696/preview/stock-footage-barcelona-cityscape.mp4,PT00H00M11S,075401_075450,Barcelona cityscape
21742009,https://ak.picdn.net/shutterstock/videos/21742009/preview/stock-footage-aerial-shot-landscape-lake-hills-and-the-road.mp4,PT00H00M28S,071851_071900,"Aerial shot landscape: lake , hills and the road"
1024901912,https://ak.picdn.net/shutterstock/videos/1024901912/preview/stock-footage-beautiful-drone-k-footage-of-beautiful-rural-beach-landscape-with-beautiful-white-sandy-beach-with.mp4,PT00H00M14S,013151_013200,"Beautiful drone 4k footage of beautiful rural beach landscape with beautiful white sandy beach with turquoise sea water and palm trees at kuala abai, kota belud, sabah, borneo"
27259135,https://ak.picdn.net/shutterstock/videos/27259135/preview/stock-footage--october-sunnyvale-california-usa-aerial-drone-of-apple-campus-under-construction-in.mp4,PT00H00M20S,045851_045900,"16 october, 2016. sunnyvale, california, usa. aerial drone of apple campus under construction in silicon valley cupertino"
1101814,https://ak.picdn.net/shutterstock/videos/1101814/preview/stock-footage-green-leaves-in-the-woods.mp4,PT00H00M18S,141501_141550,Green leaves in the woods
1052170078,https://ak.picdn.net/shutterstock/videos/1052170078/preview/stock-footage-grilling-sausage-with-vegetables-on-the-griil-plate-concept-of-cooked-bbq-outdoors-for-friends.mp4,PT00H00M16S,079351_079400,Grilling sausage with vegetables on the griil plate. concept of cooked bbq outdoors for friends picnic party.
1013291519,https://ak.picdn.net/shutterstock/videos/1013291519/preview/stock-footage-man-drilling-the-wooden-plank.mp4,PT00H00M13S,004751_004800,Man drilling the wooden plank
8069461,https://ak.picdn.net/shutterstock/videos/8069461/preview/stock-footage-view-of-buildings-in-goteborg-seen-from-the-port.mp4,PT00H00M06S,116601_116650,"View of buildings in goteborg seen from the port
"
1050456880,https://ak.picdn.net/shutterstock/videos/1050456880/preview/stock-footage-the-beautiful-green-island-of-taiwan-composed-of-blue-calm-ocean-and-cloudy-sky-above-aerial-shot.mp4,PT00H00M25S,045251_045300,The beautiful green island of taiwan composed of blue calm ocean and cloudy sky above - aerial shot
1056231572,https://ak.picdn.net/shutterstock/videos/1056231572/preview/stock-footage-two-senior-businessman-take-a-break-drinking-coffee-and-discussing-business-strategy-during-break.mp4,PT00H00M14S,129101_129150,Two senior businessman take a break drinking coffee and discussing business strategy during break on table in coffee shop at modern restaurant on a tall building cityscape background
895105,https://ak.picdn.net/shutterstock/videos/895105/preview/stock-footage-storks-on-meadow.mp4,PT00H00M28S,199151_199200,Storks on meadow
1036647443,https://ak.picdn.net/shutterstock/videos/1036647443/preview/stock-footage-ukratna-kharkov-august-potato-field-irrigated-by-a-pivot-sprinkler-system.mp4,PT00H00M18S,102751_102800,"Ukratna, kharkov, august 31, 2019. potato field irrigated by a pivot sprinkler system"
1063170721,https://ak.picdn.net/shutterstock/videos/1063170721/preview/stock-footage-animation-of-medical-data-processing-over-two-medical-workers-analyzing-data-using-digital-tablet.mp4,PT00H00M10S,149851_149900,Animation of medical data processing over two medical workers analyzing data using digital tablet and a tv. global medicine healthcare concept digital composite.
1034037440,https://ak.picdn.net/shutterstock/videos/1034037440/preview/stock-footage-gimbal-motion-footage-of-old-caucasian-man-reading-book-on-arimchair.mp4,PT00H00M13S,088801_088850,Gimbal motion footage of old caucasian man reading book on arimchair
5330330,https://ak.picdn.net/shutterstock/videos/5330330/preview/stock-footage-call-at-old-hotel-bell-on-a-marble-stand.mp4,PT00H00M07S,199851_199900,Call at old hotel bell on a marble stand
1033188614,https://ak.picdn.net/shutterstock/videos/1033188614/preview/stock-footage-komodo-indonesia-komodo-indonesia-december-child-rides-his-bicycle-in.mp4,PT00H00M11S,014651_014700,"Komodo, indonesia - 12 25 2018: komodo, indonesia, december 2018 - child rides his bicycle in village"
1013472980,https://ak.picdn.net/shutterstock/videos/1013472980/preview/stock-footage-epic-mountains-at-a-skiing-area-in-switzerland.mp4,PT00H00M19S,066651_066700,Epic mountains at a skiing area in switzerland 
